genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[18, 10749]",796,en,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",21.855,3/5/1999,Cruel Intentions,6.8,2482
"[27, 878, 53]",15212,en,"A scientist, Dr Holander, takes his niece Miranda to Mexico in an attempt to reverse the effects of the alien DNA he used to create her. However the treatment goes horribly wrong, and sets Miranda on a killing spree as she sets out to find a mate.",18.604,10/2/2007,Species: The Awakening,4.7,157
"[28, 35]",513045,en,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",20.372,7/11/2019,Stuber,6.7,974
"[28, 18, 9648]",1428,en,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",17.853,9/11/2003,Once Upon a Time in Mexico,6.3,1627
"[28, 53, 10770]",839,en,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",18.602,11/13/1971,Duel,7.4,1308
"[12, 28, 53]",699,en,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,25.352,6/23/1981,For Your Eyes Only,6.5,1318
"[12, 18, 53]",428446,en,"A city teen travels to Montana to go hunting with his estranged father, only for the strained trip to become a battle for survival when they encounter a grizzly bear.",16.36,1/21/2017,Walking Out,5.7,111
"[9648, 878, 53]",530382,en,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",19.123,9/27/2019,In the Shadow of the Moon,6.2,966
"[27, 53]",7182,en,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",17.353,9/16/2005,Venom,5.6,226
"[35, 16, 28, 12, 878]",911916,en,The further continuing story of Miles Morales and the many other Spider-People from different realities.,28.93,,Spider-Man: Across the Spider-Verse (Part Two),0,0
[53],44363,en,"When three skiers find themselves stranded on a chair lift at a New England ski resort that has closed for the next week, they are forced to make life or death choices that prove to be more perilous than staying put and freezing to death.",15.851,2/5/2010,Frozen,5.9,1413
"[27, 53]",12699,en,Pinhead returns to terrorize computer hackers who have opened a virtual Lament Configuration on the website Hellworld.com.,19.096,9/6/2005,Hellraiser: Hellworld,4.8,201
"[16, 35, 10751, 12]",382517,en,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.",21.1,12/18/2015,Open Season: Scared Silly,5.9,239
"[53, 878, 9648, 10749]",782,en,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",19.443,9/7/1997,Gattaca,7.6,4873
"[9648, 53, 18]",877372,en,"Founded by the power couple, Ali and Sofia Khan, The Light is a training center that claims to be a self-betterment organization, focused on helping youths take charge of their life for a brighter future. But when three best friends join this organization, they soon realize that dark shadows lurk behind The Light and must find a way to escape.",15.606,10/14/2021,A World Without,4.4,7
[53],2057,en,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",19.342,5/8/2001,Original Sin,6,626
[35],288036,en,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",19.347,6/26/2015,Sleeping with Other People,6.3,698
"[28, 878, 53]",10796,en,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,18.591,11/2/2001,The One,6.1,1175
"[12, 28, 35, 53, 80]",943,en,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",18.537,5/15/1992,Lethal Weapon 3,6.7,2160
"[18, 9648, 53, 80]",9481,en,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",18.588,11/4/1999,The Bone Collector,6.8,2616
"[12, 18, 36]",310119,en,"On his way out of the wilderness, Jesus struggles with the Devil over the fate of a family in crisis, setting himself up for a dramatic test.",22.094,5/13/2016,Last Days in the Desert,5.6,122
"[35, 10751, 12]",9641,en,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",19.085,12/21/2005,Cheaper by the Dozen 2,6.1,1642
"[80, 18, 36]",398978,en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",22.103,11/1/2019,The Irishman,7.6,5079
"[53, 9648]",567,en,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,24.031,9/1/1954,Rear Window,8.4,4835
[35],107811,en,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",15.833,3/1/2013,21 & Over,5.8,1277
"[16, 35, 10751, 9648, 14]",32916,en,"The gang goes on a trip to check on Velma's younger sister, Madelyn. She's been studying stage magic at the Whirlen Merlin Magic Academy, where apparently there have been sightings of a giant griffin. The gang decides to investigate.",20.831,2/16/2010,Scooby-Doo! Abracadabra-Doo,7.7,176
"[12, 18]",407436,en,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",22.743,11/25/2018,Mowgli: Legend of the Jungle,6.5,2094
"[12, 28, 53, 878]",563,en,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",27.825,11/7/1997,Starship Troopers,7,3604
"[27, 9648, 53, 10402]",643550,en,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",22.617,10/13/2020,Nocturne,6,255
"[28, 80, 53]",82,en,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",28.666,7/27/2006,Miami Vice,5.9,1294
"[35, 80]",9336,en,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",19.071,3/22/1984,Police Academy,6.6,1935
"[35, 27]",114606,en,A gang of bank robbers team up with the residents of an old people's home to try to survive a zombie outbreak.,18.574,8/31/2012,Cockneys vs Zombies,5.7,303
[18],554230,en,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,24.259,12/17/2021,The Lost Daughter,0,0
"[12, 16, 35, 10751, 10402]",333667,en,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",19.327,7/8/2016,Rock Dog,6.1,217
