genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
[18],425373,en,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!",13.187,4/13/2018,The Miracle Season,7.4,235
"[18, 36, 10752]",205,en,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",17.925,3/4/2004,Hotel Rwanda,7.7,2183
"[35, 80]",9699,en,"The Pink Panther diamond is stolen once again from Lugash and the authorities call in Chief Inspector Clouseau from France. His plane disappears en-route. This time, famous French TV reporter Marie Jouvet sets out to solve the mystery and starts to interview everybody connected to Clouseau.",8.424,12/3/1982,Trail of the Pink Panther,5.3,178
"[35, 10751, 10749]",33689,en,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",14.673,11/17/1995,It Takes Two,6.4,701
"[18, 10749]",390874,en,"The coming-of-age tale of 16-year-old Lina Vilkas who is deported to Siberia amid Stalin's reign of terror in the Baltic region during WWII. An aspiring artist, she secretly documents her harrowing journey with her drawings.",11.238,10/12/2018,Ashes in the Snow,6.7,85
"[12, 18, 53]",285783,en,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,12.58,9/30/2015,The Walk,7,2646
"[35, 80]",9932,en,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",11.074,12/6/2002,Analyze That,5.8,944
"[35, 10402, 10749]",9768,en,A prim and proper schoolgirl goes against her grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,10.423,4/5/1990,Cry-Baby,6.6,1209
"[36, 27]",448432,en,"During the 17th century, a young woman is saved from execution and led to a priory to repent her sins but discovers a greater evil lies within.",12.027,10/26/2018,The Convent,5.7,78
[18],53487,en,"A bored, retired rock star sets out to find his father's executioner, an ex-Nazi war criminal who is a refugee in the U.S.",9.376,8/24/2011,This Must Be the Place,7,956
[35],8764,en,"Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.",9.672,6/8/1984,Top Secret!,7.1,793
"[18, 12, 36]",49009,en,"At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",11.175,9/3/2010,The Way Back,7,1149
"[35, 18, 10749]",15250,en,"This year Christmas with the Whitfields promises to be one they will never forget. All the siblings have come home for the first time in years and they've brought plenty of baggage with them. As the Christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. As their lives converge, they join together and help each other discover the true meaning of family.",13.493,11/27/2007,This Christmas,6.6,94
"[35, 80, 18, 53]",9910,en,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,8.673,10/7/2005,Two for the Money,6.1,462
"[28, 53, 80]",2026,en,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",12.423,3/10/2005,Hostage,6.3,1270
"[18, 36]",11652,en,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",12.022,8/25/2006,Invincible,7,682
"[18, 28, 53, 9648]",2087,en,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",10.67,2/11/1994,The Getaway,5.6,238
"[27, 878, 53]",377264,en,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,15.177,9/1/2016,Morgan,5.8,1190
[18],50780,en,"Suffering from a severe case of depression, toy company CEO Walter Black begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter pushes for his parents to get a divorce.",10.422,2/11/2011,The Beaver,6.4,683
[27],10766,en,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle. Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire—and the world. Anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",11.269,6/9/1978,Damien: Omen II,6.4,477
"[35, 18, 10749]",10035,en,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",11.67,9/1/2000,100 Girls,5.8,342
"[18, 10749]",713,en,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",10.669,5/19/1993,The Piano,7.4,1029
"[878, 28, 12, 53]",172,en,"The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Shaka-Ri which is supposed to be the source of all life. Together they begin to search for this mysterious planet.",14.919,6/9/1989,Star Trek V: The Final Frontier,5.7,859
"[27, 53]",347757,en,"A brutal serial killer is finally gunned down in the middle of carrying out one last heinous act of bloody murder. In the maniac’s possession, a box of Guatemalan talismans, which mistakenly end up being sold as charm jewelry in Chloe’s Collectables thrift shop. Soon those who bought the Worry Dolls begin to act strangely out of character and cause another rash of senseless slaughter. An ancient curse is consuming the city and pits a hardened detective against the clock to save his 8 year-old daughter’s life.",10.716,6/27/2016,Worry Dolls,5.3,93
"[18, 36]",293646,en,"Based on a true story about the collapse at the mine in San Jose, Chile that left 33 miners isolated underground for 69 days.",10.925,8/6/2015,The 33,6.3,779
"[28, 53]",460059,en,"Tony, a promising young motorcycle racer, is forced to do perilous drug runs to save the mother of his child from a dangerous mobster.",11.93,1/3/2018,Burn Out,6.8,279
"[28, 35, 27, 53]",8869,en,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",13.419,7/17/2002,Eight Legged Freaks,5.7,871
"[27, 14, 16, 10751]",13465,en,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him.",15.668,10/5/1949,The Adventures of Ichabod and Mr. Toad,6.5,390
[28],74523,en,"Born To Race is the story of Danny Krueger, a rebellious young street racer on a collision course with trouble. After an accident at an illegal street race, he is sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hot shot.",14.37,3/19/2011,Born to Race,6.7,143
"[18, 80]",1607,en,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",17.889,9/14/1993,A Bronx Tale,7.8,1520
"[10749, 35]",531438,en,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",17.888,11/6/2019,Holiday in the Wild,6.5,419
[35],11566,en,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,9.416,5/7/1993,Dave,6.6,550
"[10770, 35, 10749]",878384,en,"Kevin, a model train enthusiast reconnects with a former classmate Danielle who is home for the holidays with her young son and try to get their town's old North Pole Express train line running.",13.64,12/18/2021,Toying with the Holidays,0,0
"[28, 12, 14, 53]",1996,en,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",15.832,7/21/2003,Lara Croft: Tomb Raider - The Cradle of Life,5.7,3482
"[16, 10751, 12]",653904,en,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",14.71,12/6/2019,Spirit Riding Free: Spirit of Christmas,6.9,34
[35],6020,en,"After being falsely accused of stealing the budget for their annual cocktail cruise, three very different fraternity brothers are kicked out of their dorm. In order to clear their name and to secure their future careers, the three dress up in drag and pledge the sorority next door where they learn a few valuable - and hilarious - lessons about themselves and the female species.",10.416,3/22/2002,Sorority Boys,5.3,165
"[18, 35]",631058,en,"Alfred “Boogie” Chin is a basketball phenom living in Queens, New York, who dreams of one day playing in the NBA. While his parents pressure him to focus on earning a scholarship to an elite college, Boogie must find a way to navigate a new girlfriend, high school, on-court rivals and the burden of expectation.",9.55,3/5/2021,Boogie,6.1,44
"[18, 10751, 10402]",17917,en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",9.916,9/26/1968,Oliver!,7,291
"[35, 27]",246741,en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,13.42,6/19/2014,What We Do in the Shadows,7.6,2666
[99],522320,en,"Area 51, flying saucers from another world - and the program to create a fierce technology. Bob Lazar remains the singular most famous and controversial name in the world of UFOs.  The reason you know about Area 51 is because Lazar came forward and told you about it. His disclosures have turned his life upside-down and he has tried to stay out of the spotlight. For this reason, he has never let any filmmaker into the private world of his daily life - that is - until now.  Corbell’s film explores Lazar’s claims through the lens of thirty years - providing rare and never before revealed footage - guaranteed to alter the landscape of the debate.",11.61,11/1/2018,Bob Lazar: Area 51 and Flying Saucers,6.3,91
[35],11132,en,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",12.415,2/17/2004,Confessions of a Teenage Drama Queen,5.5,721
[],641856,en,"Two crooks flee in their Ford Mustang. They found a girl in the forest. They take her with them to their refuge, a nice modern villa in the countryside.",14.224,12/10/1975,Perverse Isabelle,2.5,2
"[10770, 27, 878]",229839,en,"After inadvertently unleashing an ancient curse, a documentary crew of American exchange students is haunted by angry spirits in Japan's infamous Suicide Forest.",16.889,10/19/2013,Grave Halloween,4.6,49
"[18, 28, 53, 878]",11935,en,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter, they must battle a sinister conspiracy that will stop at nothing to keep the truth.",10.914,12/10/1977,Capricorn One,6.8,317
"[18, 53]",11329,en,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,13.165,1/16/2003,Runaway Jury,6.9,923
[35],465109,en,The parents of a soon-to-be married couple make the final preparations for the wedding ceremony.,11.177,4/27/2018,The Week Of,5.4,617
"[53, 35, 28]",121824,en,"After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val reunites with his former partners in crime, Doc and Hirsch, for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.",8.918,12/14/2012,Stand Up Guys,6,708
"[27, 878, 53]",12476,en,"When average, law-abiding citizens suddenly turn to a life of hedonistic behavior and violent crime, Detective Tom Beck (Michael Nouri) is tasked with helping young FBI agent Lloyd Gallagher (Kyle MacLachlan) determine the cause in this tense, sci-fi thriller.",9.663,10/30/1987,The Hidden,7,261
"[80, 18]",10673,en,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",12.663,12/10/1987,Wall Street,7.2,1546
"[10749, 18]",2259,en,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",11.413,10/19/1993,The House of the Spirits,6.9,516
"[18, 9648, 80]",419835,en,"A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.",11.922,9/6/2017,Crooked House,6.4,696
[35],951,en,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",7.931,12/21/1990,Kindergarten Cop,6.1,1855
"[35, 10751]",19724,en,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",15.664,6/19/2009,Imagine That,6,441
[35],17927,en,2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,11.164,2/20/2009,Fired Up!,6.1,468
"[10751, 16]",183443,en,Being the new girl is totally terrifying. See what really happened during Frankie Stein's first week at Monster High!,13.374,10/31/2010,Monster High: New Ghoul at School,6.5,32
"[18, 10749, 10752]",409,en,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",16.411,11/5/1996,The English Patient,7.2,1588
"[10749, 53, 18]",14249,en,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.",10.91,2/16/1990,Revenge,6.6,326
"[35, 80, 18]",15670,en,"After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace. When Candace winds up in jail, Madea takes the young woman under her protective wing.",11.413,2/16/2009,Madea Goes to Jail,6.6,141
"[16, 10751, 12, 35]",375107,en,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",17.172,3/9/2018,Duck Duck Goose,6.2,115
"[28, 12, 18, 14, 27, 10751]",17897,en,"Sinbad and his crew intercept a homunculus carrying a golden tablet. Koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues Sinbad. Meanwhile Sinbad meets the Vizier who has another part of the interlocking golden map, and they mount a quest across the seas to solve the riddle of the map.",9.41,12/20/1973,The Golden Voyage of Sinbad,6.6,146
"[16, 10751, 14]",15485,en,Princess Aurora and Princess Jasmine learn valuable life lessons in two short stories.,12.092,9/3/2007,Disney Princess Enchanted Tales: Follow Your Dreams,6.5,81
"[10402, 35, 18]",256924,en,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,12.415,3/19/2015,Danny Collins,6.8,395
"[10751, 12, 16, 35, 14]",17711,en,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",12.159,6/30/2000,The Adventures of Rocky & Bullwinkle,4.1,287
"[12, 28, 14]",14207,en,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",12.909,7/12/2004,The Librarian: Quest for the Spear,6.2,483
"[10749, 35, 18]",804,en,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",13.909,8/26/1953,Roman Holiday,7.9,1493
"[53, 14]",448095,en,"A spellbinding and romantic supernatural thriller. Ten years after an apocalyptic event left the world haunted by ghosts, Roni receives a threatening message from beyond the grave. Joining forces with a mysterious classmate, Kirk, Roni descends into a shadow world that blurs the bounds of the living and the dead-and begins a desperate race against time to stop a cunning killer.",10.922,9/27/2018,I Still See You,6.7,482
"[18, 14, 27, 9648, 10749, 53]",9616,en,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",17.8,9/5/2003,The Order,5.4,237
[37],5176,en,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",15.509,9/6/2007,3:10 to Yuma,7.2,2690
"[27, 53, 18]",529962,en,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",12.422,9/20/2018,The Perfection,6.6,1005
[35],369560,en,Two drunk parents attempt to hide their ever increasing financial difficulties from their daughter and social circle through elaborate neighborhood schemes.,10.923,2/8/2019,Drunk Parents,4.7,188
"[27, 28, 53]",11880,en,"A squad of British soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the remains of his team. As they encounter zoologist Megan, it turns out that werewolves are active in the region. They have to prepare for some action as the there will be a full moon tonight...",10.407,5/10/2002,Dog Soldiers,6.8,598
"[18, 53, 80]",596161,en,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",13.201,11/5/2020,Let Him Go,6.9,350
"[80, 18, 53]",77016,en,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,10.91,9/20/2012,End of Watch,7.3,2481
"[53, 80, 18]",526007,en,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",11.683,2/19/2020,The Night Clerk,6.1,392
[35],295699,en,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,11.163,3/30/2016,Everybody Wants Some!!,6.3,874
"[10749, 35]",9767,en,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",12.207,6/1/2006,The Break-Up,5.8,2176
"[28, 53, 80, 9648]",535265,en,A failed attempt to murder a Senator is connected to a group meeting secretly to discuss their darkest urges—to take lives.,12.425,6/27/2019,Killers Anonymous,4.9,142
[18],458737,en,A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,13.416,9/2/2017,First Reformed,7,1000
"[27, 878, 53]",23410,en,"At a remote Arctic research station, four ecology students discover the real horror of global warming is not the melting ice, but what's frozen within it. A prehistoric parasite is released from the carcass of a Woolly Mammoth upon the unsuspecting students who are forced to quarantine and make necessary sacrifices, or risk infecting the rest of the world.",12.157,1/1/2009,The Thaw,5.7,224
"[18, 53]",8999,en,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",13.156,11/11/2005,Derailed,6.3,760
"[80, 18]",595,en,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",11.405,12/20/1962,To Kill a Mockingbird,8.1,1964
[18],130150,en,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",12.409,12/27/2013,Labor Day,6.9,804
"[35, 10751]",119738,en,"After NBA star Kevin Durant switches talent with 16 year old Brian, the teenager becomes the star of his high school team, but Durant starts struggling and eventually learns an important lesson.",13.657,8/24/2012,Thunderstruck,6,161
"[10749, 35, 10402]",878111,en,"Meg, a music manager, travels from New York to London to manage a boy band, Five Together, and find them a Christmas number one to bolster their flagging career.  She finds a song on the internet posted by an ailing thirteen-year-old girl, Nina, and tries to obtain permission to have the song re-recorded by Five Together, but she discovers she has competition from the songwriter, Nina’s uncle Blake. What follows is a romantic comedy about two worlds colliding – with a young woman at the centre who desperately wants her uncle to find love and for his song to hit the number one spot by Christmas Day.",12.184,12/10/2021,A Christmas No. 1,6.5,3
[18],527385,en,"Seeking funds for her orphanage in India, Isabelle travels to New York to meet Theresa, a wealthy benefactor. An invitation to attend a wedding ignites a series of events in which the past collides with the present while mysteries unravel.",11.174,8/9/2019,After the Wedding,6.4,161
"[28, 878]",11484,en,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",8.902,6/25/1975,Rollerball,6.2,340
"[37, 28, 12, 18]",12584,en,"Afflicted with a terminal illness John Bernard Brooks, the last of the legendary gunfighters, quietly returns to Carson City for medical attention from his old friend Dr. Hostetler. Aware that his days are numbered, the troubled man seeks solace and peace in a boarding house run by a widow and her son. However, it is not Brooks' fate to die in peace, as he becomes embroiled in one last valiant battle.",10.402,8/11/1976,The Shootist,7.2,234
"[28, 12, 36, 18]",42040,en,This is a movie about the life of Israel's king David.,13.862,3/29/1985,King David,5.3,32
"[80, 18]",1807,en,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,13.653,9/20/2003,Elephant,7.1,1372
"[27, 878, 28]",53080,en,"An underwater earthquake generates a tsunami that strikes Malibu, bringing a hunting pack of prehistoric-looking goblin sharks to the surface. Although the beach is evacuated before the big wave strikes, a group of lifeguards and a crew of construction workers are stranded in the high water and have to fight the sharks to get to dry land.",12.305,7/25/2009,Malibu Shark Attack,4,55
"[10749, 35]",289727,en,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",12.676,6/15/2014,The Rewrite,6,466
"[35, 80, 9648]",50022,en,"When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",13.414,4/19/2018,Super Troopers 2,5.8,322
"[35, 10749]",9293,en,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",11.903,7/27/2006,John Tucker Must Die,6.2,1124
[35],12569,en,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",10.654,9/3/2009,Extract,5.8,430
"[12, 80, 18, 9648, 37]",8053,en,"When brash Texas border officer Mike Norton wrongfully kills and buries the friend and ranch hand of Pete Perkins, the latter is reminded of a promise he made to bury his friend, Melquiades Estrada, in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico.",8.903,11/17/2005,The Three Burials of Melquiades Estrada,7.1,446
"[10402, 99]",472424,en,Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,12.412,9/8/2017,Gaga: Five Foot Two,7.5,518
"[80, 9648, 53]",320,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,15.102,5/24/2002,Insomnia,6.9,3556
"[27, 878]",196830,en,"The Lunar Base Ark explores ore and unexpectedly is hit by a meteor shower and has severe damages. Colonel Gerard Brauchman sends the crewwoman Ava Cameron to repair a wing that is full of CO2. Dr. Lance Krauss warns that the gas may cause paranoia and hallucinations. Ava brings a sample of the meteor for analysis and Dr. Krauss finds that there are spores attached to the meteor. Ava accidentally cuts her finger in a sample but she hides the cut from the doctor. Soon Ava gets pregnant and delivers an alien offspring. However, neither Col. Brauchman nor Dr. Kraus believes in her words and they believe that Ava is delusional. He offspring bites the crewman Bruce Johns and the crew discovers that Bruce has been cloned by the alien. Soon they find how dangerous the clone is.",9.906,5/22/2013,Stranded,3.6,109
[18],253161,en,"The classic story of Emma Bovary, the beautiful wife of a small-town doctor in 19th century France, who engages in extra marital affairs in an attempt to advance her social status.",14.156,6/4/2015,Madame Bovary,5.8,345
[27],8852,en,"A research team finds a mysterious cylinder in a deserted church. If opened, it could mean the end of the world.",9.4,10/23/1987,Prince of Darkness,6.8,646
"[10402, 10749, 18]",85373,en,"After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.",12.654,3/30/2012,StreetDance 2,6.1,320
"[10751, 16, 35]",287233,en,"Tom and Jerry find a dragon egg, and help the baby dragon find its mother.",17.727,7/27/2014,Tom and Jerry: The Lost Dragon,5.9,39
"[80, 53, 18]",645861,en,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",13.586,10/8/2021,South of Heaven,6.4,22
"[10751, 12, 16, 35, 14, 9648]",12902,en,"While the gang travel to Scotland to visit Daphne's cousin and witness the Highland Games, they find themselves terrorized by the legendary Loch Ness Monster.",13.65,6/21/2004,Scooby-Doo! and the Loch Ness Monster,7.3,325
"[16, 10751]",19595,en,"After losing everything, a young fish, Pi, goes to live with his family on the Reef. There he meets the love of his life but finds that she already has the unwanted affections of a bully shark. He must follow his destiny to save her and rid the Reef of this menace for good.",11.151,7/7/2006,Shark Bait,5.1,193
